LIDNUM,NAME,LAT,LONG,MAX_AGE,MIN_AGE,SLICE_ID,SLICE_NAME,MEAN_HYPSODONTY,nb_orders,nb_genera,nb_spec,nb_spec_all,Didelphimorphia_genera,Eulipotyphla_genera,Lagomorpha_genera,Rodentia_genera,Didelphimorphia,Eulipotyphla,Lagomorpha,Rodentia,Didelphimorphia_Amphiperatherium,Didelphimorphia_Peratherium,Eulipotyphla_Alloblarinella,Eulipotyphla_Allosorex,Eulipotyphla_Amblycoptus,Eulipotyphla_Amphechinus,Eulipotyphla_Anourosorex,Eulipotyphla_Archaeodesmana,Eulipotyphla_Asoriculus,Eulipotyphla_Asthenoscapter,Eulipotyphla_Atelerix,Eulipotyphla_Beremendia,Eulipotyphla_Blarinella,Eulipotyphla_Blarinella/petenyia,Eulipotyphla_Blarinoides,Eulipotyphla_Carposorex,Eulipotyphla_Chainodus,Eulipotyphla_Clapasorex,Eulipotyphla_Cokia,Eulipotyphla_Condylura,Eulipotyphla_Cordylodon,Eulipotyphla_Crocidosorex,Eulipotyphla_Crocidura,Eulipotyphla_Crusafontina,Eulipotyphla_Darocasorex,Eulipotyphla_Deinsdorfia,Eulipotyphla_Desmagale,Eulipotyphla_Desmana,Eulipotyphla_Desmanella,Eulipotyphla_Desmanodon,Eulipotyphla_Dimylechinus,Eulipotyphla_Dimyloides,Eulipotyphla_Dimylus,Eulipotyphla_Dinosorex,Eulipotyphla_Domninoides,Eulipotyphla_Drepanosorex,Eulipotyphla_Episoriculus,Eulipotyphla_Erinaceus,Eulipotyphla_Florinia,Eulipotyphla_Galemys,Eulipotyphla_Galerix,Eulipotyphla_Geotrypus,Eulipotyphla_Hemiechinus,Eulipotyphla_Hemisorex,Eulipotyphla_Heterosorex,Eulipotyphla_Hugueneya,Eulipotyphla_Kordosia,Eulipotyphla_Lantanotherium,Eulipotyphla_Lartetium,Eulipotyphla_Leptoscaptor,Eulipotyphla_Mafia,Eulipotyphla_Meingensorex,Eulipotyphla_Metacordylodon,Eulipotyphla_Mioechinus,Eulipotyphla_Miosorex,Eulipotyphla_Mygalea,Eulipotyphla_Mygalinia,Eulipotyphla_Mygatalpa,Eulipotyphla_Myosorex,Eulipotyphla_Myxomygale,Eulipotyphla_Neomysorex,Eulipotyphla_Neurotrichus,Eulipotyphla_Nuragha,Eulipotyphla_Oligosorex,Eulipotyphla_Paenelimnoecus,Eulipotyphla_Paenesorex,Eulipotyphla_Palerinaceus,Eulipotyphla_Paranourosorex,Eulipotyphla_Parascalops,Eulipotyphla_Parasorex,Eulipotyphla_Paratalpa,Eulipotyphla_Petenyia,Eulipotyphla_Petenyiella,Eulipotyphla_Plesiodimylus,Eulipotyphla_Plesiosorex,Eulipotyphla_Postpalerinaceus,Eulipotyphla_Proscapanus,Eulipotyphla_Pseudocordylodon,Eulipotyphla_Riddleria,Eulipotyphla_Scalopoides,Eulipotyphla_Scapanulus,Eulipotyphla_Scaptonyx,Eulipotyphla_Schizogalerix,Eulipotyphla_Similisorex,Eulipotyphla_Sorex,Eulipotyphla_Soricella,Eulipotyphla_Storchia,Eulipotyphla_Suleimania,Eulipotyphla_Sulimskia,Eulipotyphla_Talpa,Eulipotyphla_Tenuibrachiatum,Eulipotyphla_Theratiskos,Eulipotyphla_Turiasorex,Eulipotyphla_Turkodimylus,Eulipotyphla_Urotrichus,Eulipotyphla_Zelceina,Lagomorpha_Albertona,Lagomorpha_Alilepus,Lagomorpha_Alloptox,Lagomorpha_Amphilagus,Lagomorpha_Bellatonoides,Lagomorpha_Desmatolagus,Lagomorpha_Eurolagus,Lagomorpha_Gymnesicolagus,Lagomorpha_Hypolagus,Lagomorpha_Lagopsis,Lagomorpha_Lagotherium,Lagomorpha_Lepus,Lagomorpha_Marcuinomys,Lagomorpha_Ochotona,Lagomorpha_Ochotonoides,Lagomorpha_Ochotonoma,Lagomorpha_Oryctolagus,Lagomorpha_Paludotona,Lagomorpha_Piezodus,Lagomorpha_Pliopentalagus,Lagomorpha_Pratilepus,Lagomorpha_Prolagus,Lagomorpha_Proochotona,Lagomorpha_Pseudobellatona,Lagomorpha_Ptychoprolagus,Lagomorpha_Titanomys,Lagomorpha_Trischizolagus,Rodentia_Albanensia,Rodentia_Aliveria,Rodentia_Allactaga,Rodentia_Allocricetus,Rodentia_Altomiramys,Rodentia_Ameniscomys,Rodentia_Anchitheriomys,Rodentia_Anomalomys,Rodentia_Anthracoglis,Rodentia_Anthracomys,Rodentia_Apeomys,Rodentia_Apocricetus,Rodentia_Apodemus,Rodentia_Aragoxerus,Rodentia_Armantomys,Rodentia_Arvicanthis,Rodentia_Arvicola,Rodentia_Asiacastor,Rodentia_Atlantoxerus,Rodentia_Baranomys,Rodentia_Bjornkurtenia,Rodentia_Blackia,Rodentia_Blancomys,Rodentia_Borsodia,Rodentia_Brachyscirtetes,Rodentia_Bransatoglis,Rodentia_Byzantinia,Rodentia_Calomyscus,Rodentia_Carbomys,Rodentia_Castillomys,Rodentia_Castor,Rodentia_Castromys,Rodentia_Celadensia,Rodentia_Centralomys,Rodentia_Chalicomys,Rodentia_Clethrionomys,Rodentia_Collimys,Rodentia_Cricetodon,Rodentia_Cricetulodon,Rodentia_Cricetulus,Rodentia_Cricetus,Rodentia_Dakkamys,Rodentia_Debruijnia,Rodentia_Debruijnimys,Rodentia_Dehmisciurus,Rodentia_Democricetodon,Rodentia_Dendromus,Rodentia_Deperetomys,Rodentia_Dipoides,Rodentia_Dolomys,Rodentia_Dryomimus,Rodentia_Dryomys,Rodentia_Eliomys,Rodentia_Enginia,Rodentia_Eomyops,Rodentia_Eozapus,Rodentia_Epimeriones,Rodentia_Estramomys,Rodentia_Eucricetodon,Rodentia_Eumyarion,Rodentia_Euroxenomys,Rodentia_Eutamias,Rodentia_Forsythia,Rodentia_Freudenthalia,Rodentia_Gerbillus,Rodentia_Germanomys,Rodentia_Glirudinus,Rodentia_Glirulus,Rodentia_Glis,Rodentia_Graphiurops,Rodentia_Hansdebruijnia,Rodentia_Hattomys,Rodentia_Heramys,Rodentia_Heteromyoxus,Rodentia_Heterosminthus,Rodentia_Heteroxerus,Rodentia_Hispanomys,Rodentia_Huerzelerimys,Rodentia_Hylopetes,Rodentia_Hypsocricetus,Rodentia_Hystricomys,Rodentia_Hystrix,Rodentia_Ischymomys,Rodentia_Jordanomys,Rodentia_Karnimata,Rodentia_Karydomys,Rodentia_Keramidomys,Rodentia_Kislangia,Rodentia_Kowalskia,Rodentia_Lagurodon,Rodentia_Lartetomys,Rodentia_Laugaritiomys,Rodentia_Leptodontomys,Rodentia_Leukaristomys,Rodentia_Ligerimys,Rodentia_Lophocricetus,Rodentia_Margaritamys,Rodentia_Megacricetodon,Rodentia_Megapedetes,Rodentia_Megapeomys,Rodentia_Melissiodon,Rodentia_Meriones,Rodentia_Mesocricetus,Rodentia_Microdryomys,Rodentia_Microdyromys,Rodentia_Micromys,Rodentia_Microtocricetus,Rodentia_Microtodon,Rodentia_Microtoscoptes,Rodentia_Microtus,Rodentia_Mikrotia,Rodentia_Mimomys,Rodentia_Miodyromys,Rodentia_Miopetaurista,Rodentia_Mirrabella,Rodentia_Mixocricetodon,Rodentia_Monosaulax,Rodentia_Mus,Rodentia_Muscardinus,Rodentia_Myocricetodon,Rodentia_Myoglis,Rodentia_Myomimus,Rodentia_Neocometes,Rodentia_Nievella,Rodentia_Occitanomys,Rodentia_Orientalomys,Rodentia_Palaeomys,Rodentia_Palaeosciurus,Rodentia_Pannonicola,Rodentia_Paracitellus,Rodentia_Paraethomys,Rodentia_Paraglirulus,Rodentia_Paralactaga,Rodentia_Parapodemus,Rodentia_Pelomys,Rodentia_Pentabuneomys,Rodentia_Pereddamys,Rodentia_Peridyromys,Rodentia_Petinomys,Rodentia_Plesiodyromys,Rodentia_Plesiosminthus,Rodentia_Plesispermophilus,Rodentia_Pliomys,Rodentia_Pliopetaurista,Rodentia_Plioscirtopoda,Rodentia_Plioselevinia,Rodentia_Pliospalax,Rodentia_Praearmantomys,Rodentia_Prodryomys,Rodentia_Progonomys,Rodentia_Prolagurus,Rodentia_Promimomys,Rodentia_Propliomys,Rodentia_Prosiphneus,Rodentia_Prospalax,Rodentia_Protalactaga,Rodentia_Protatera,Rodentia_Pseudocollimys,Rodentia_Pseudocricetodon,Rodentia_Pseudocricetus,Rodentia_Pseudodryomys,Rodentia_Pseudomeriones,Rodentia_Pseudotheridomys,Rodentia_Ramys,Rodentia_Rattus,Rodentia_Ratufa,Rodentia_Rhagamys,Rodentia_Rhagapodemus,Rodentia_Rhinocerodon,Rodentia_Rhodanomys,Rodentia_Ritteneria,Rodentia_Rotundomys,Rodentia_Ruscinomys,Rodentia_Sardomys,Rodentia_Sayimys,Rodentia_Schizocricetodon,Rodentia_Schreuderia,Rodentia_Scirtodipus,Rodentia_Sciurodon,Rodentia_Sciurotamias,Rodentia_Sciurus,Rodentia_Selevinia,Rodentia_Seorsumuscardinus,Rodentia_Sicista,Rodentia_Simplomys,Rodentia_Sinapodemus,Rodentia_Sinapospalax,Rodentia_Spalax,Rodentia_Spanocricetodon,Rodentia_Spermophilinus,Rodentia_Spermophilus,Rodentia_Stachomys,Rodentia_Steneofiber,Rodentia_Stephanomys,Rodentia_Stertomys,Rodentia_Stylocricetus,Rodentia_Synaptomys,Rodentia_Tamias,Rodentia_Tempestia,Rodentia_Thallomys,Rodentia_Trilophomys,Rodentia_Trogontherium,Rodentia_Tsaganocricetus,Rodentia_Ungaromys,Rodentia_Valerymys,Rodentia_Vallaris,Rodentia_Vasseuromys,Rodentia_Villanyia,indet.
27807,Les Bergières,46.531666666666695,6.618888888888891,21.7,19.5,0,MN2,\N,4,4,4,6,0,0,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
27808,Petersbuch 54,48.9776779,11.1862984,16.4,14.2,3,MN5,\N,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27819,Ariza,41.3108825,-2.0535531,19.5,17.2,1,MN3,\N,3,5,5,6,0,0,1,4,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27820,Armantes 3,41.361,-1.7269,16.4,14.2,3,MN5,1.00,2,5,5,5,0,0,2,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27821,Armantes 4,41.3479,-1.7197,16.4,14.2,3,MN5,1.00,1,4,4,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27824,Torralba 3,41.4259,-1.6827,17.2,16.4,2,MN4,\N,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27825,Atalayuela,40.0718353,-2.1340053,21.7,19.5,0,MN2,\N,1,8,8,8,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27826,Avenida do Uruguay,38.7533328,-9.4454539,19.5,17.2,1,MN3,1.00,2,6,7,8,0,1,0,5,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27839,Frunzovka-1,47.3308333333333,29.754166666666702,5.3,5.0,11,MN14,\N,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27840,Krasnopol,47.3277777777778,29.754166666666702,5.3,5.0,11,MN14,\N,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27849,Bartolomé 2,40.0718353,-2.1340053,19.5,17.2,1,MN3,\N,1,7,7,7,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27850,Buciegas 4B,40.0718353,-2.1340053,21.7,19.5,0,MN2,\N,1,9,9,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
