LIDNUM,NAME,LAT,LONG,MAX_AGE,MIN_AGE,SLICE_ID,SLICE_NAME,GENERAL,MEAN_HYPSODONTY,nb_orders,nb_genera,nb_spec,nb_spec_all,Cimolesta_genera,Didelphimorphia_genera,Eulipotyphla_genera,Lagomorpha_genera,Leptictida_genera,Rodentia_genera,Cimolesta,Didelphimorphia,Eulipotyphla,Lagomorpha,Leptictida,Rodentia,Cimolesta_Sinclairella,Didelphimorphia_Nanodelphys,Eulipotyphla_Achlyoscapter,Eulipotyphla_Adeloblarina,Eulipotyphla_Alluvisorex,Eulipotyphla_Amphechinus,Eulipotyphla_Anchiblarinella,Eulipotyphla_Angustidens,Eulipotyphla_Ankylodon,Eulipotyphla_Antesorex,Eulipotyphla_Apternodus,Eulipotyphla_Arctisorex,Eulipotyphla_Beckiasorex,Eulipotyphla_Brachyerix,Eulipotyphla_Centetodon,Eulipotyphla_Clinopternodus,Eulipotyphla_Condylura,Eulipotyphla_Crusafontina,Eulipotyphla_Cryptotis,Eulipotyphla_Domnina,Eulipotyphla_Domninoides,Eulipotyphla_Gaillardia,Eulipotyphla_Hesperosorex,Eulipotyphla_Ingentisorex,Eulipotyphla_Lantanotherium,Eulipotyphla_Lemoynea,Eulipotyphla_Limnoecus,Eulipotyphla_Mesoscalops,Eulipotyphla_Metechinus,Eulipotyphla_Micropternodus,Eulipotyphla_Mystipterus,Eulipotyphla_Notiosorex,Eulipotyphla_Ocajila,Eulipotyphla_Oligoryctes,Eulipotyphla_Oligoscalops,Eulipotyphla_Paracryptotis,Eulipotyphla_Paradomnina,Eulipotyphla_Parvericius,Eulipotyphla_Petenyia,Eulipotyphla_Planisorex,Eulipotyphla_Plesiosorex,Eulipotyphla_Proscalops,Eulipotyphla_Proterix,Eulipotyphla_Pseudotrimylus,Eulipotyphla_Quadrodens,Eulipotyphla_Scalopoides,Eulipotyphla_Scalopus,Eulipotyphla_Scapanoscapter,Eulipotyphla_Scapanus,Eulipotyphla_Sorex,Eulipotyphla_Stenoechinus,Eulipotyphla_Tregosorex,Eulipotyphla_Untermannerix,Eulipotyphla_Wilsonosorex,Eulipotyphla_Yanshuella,Lagomorpha_Alilepus,Lagomorpha_Aluralagus,Lagomorpha_Archaeolagus,Lagomorpha_Aztlanolagus,Lagomorpha_Cuyamalagus,Lagomorpha_Desmatolagus,Lagomorpha_Gripholagomys,Lagomorpha_Hesperolagomys,Lagomorpha_Hypolagus,Lagomorpha_Lepoides,Lagomorpha_Litolagus,Lagomorpha_Megalagus,Lagomorpha_Nekrolagus,Lagomorpha_Notolagus,Lagomorpha_Ochotona,Lagomorpha_Oklahomalagus,Lagomorpha_Oreolagus,Lagomorpha_Palaeolagus,Lagomorpha_Panolax,Lagomorpha_Paranotolagus,Lagomorpha_Pewelagus,Lagomorpha_Pratilepus,Lagomorpha_Procaprolagus,Lagomorpha_Pronotolagus,Lagomorpha_Russellagus,Lagomorpha_Sylvilagus,Leptictida_Leptictis,Rodentia_Abelmoschomys,Rodentia_Adjidaumo,Rodentia_Agnotocastor,Rodentia_Akmaiomys,Rodentia_Allomys,Rodentia_Alphagaulus,Rodentia_Alwoodia,Rodentia_Ammospermophilus,Rodentia_Anchitheriomys,Rodentia_Ansomys,Rodentia_Apeomyoides,Rodentia_Apletotomeus,Rodentia_Arctomyoides,Rodentia_Arikareeomys,Rodentia_Baiomys,Rodentia_Balantiomys,Rodentia_Baranomys,Rodentia_Calomys,Rodentia_Campestrallomys,Rodentia_Capacikala,Rodentia_Capatanka,Rodentia_Castor,Rodentia_Cedromus,Rodentia_Ceratogaulus,Rodentia_Coloradoeumys,Rodentia_Comancheomys,Rodentia_Copemys,Rodentia_Cosomys,Rodentia_Cratogeomys,Rodentia_Crucimys,Rodentia_Cryptopterus,Rodentia_Cupidinimus,Rodentia_Cynomyoides,Rodentia_Dakotallomys,Rodentia_Dikkomys,Rodentia_Diplolophus,Rodentia_Dipodomys,Rodentia_Dipoides,Rodentia_Diprionomys,Rodentia_Downsimus,Rodentia_Ecclesimus,Rodentia_Entoptychus,Rodentia_Eoeumys,Rodentia_Epeiromys,Rodentia_Epigaulus,Rodentia_Erethizon,Rodentia_Eucastor,Rodentia_Euhapsis,Rodentia_Eumys,Rodentia_Euroxenomys,Rodentia_Eutypomys,Rodentia_Fanimus,Rodentia_Florentiamys,Rodentia_Fossorcastor,Rodentia_Galbreathia,Rodentia_Geomys,Rodentia_Geringia,Rodentia_Goniodontomys,Rodentia_Gregorymys,Rodentia_Haplomys,Rodentia_Harrymys,Rodentia_Heliscomys,Rodentia_Hesperogaulus,Rodentia_Hibbardomys,Rodentia_Hitonkala,Rodentia_Hystricops,Rodentia_Ischyromys,Rodentia_Jacobsomys,Rodentia_Jimomys,Rodentia_Kansasimys,Rodentia_Kirkomys,Rodentia_Korthomys,Rodentia_Leidymys,Rodentia_Leptodontomys,Rodentia_Leptoromys,Rodentia_Lignimus,Rodentia_Liodontia,Rodentia_Macrognathomys,Rodentia_Manitsha,Rodentia_Marmota,Rodentia_Megapeomys,Rodentia_Megasminthus,Rodentia_Meniscomys,Rodentia_Mesogaulus,Rodentia_Metadjidaumo,Rodentia_Microdipodops,Rodentia_Microdipoides,Rodentia_Mictomys,Rodentia_Migmacastor,Rodentia_Mioheteromys,Rodentia_Miosciurus,Rodentia_Miosicista,Rodentia_Miospermophilus,Rodentia_Mojavemys,Rodentia_Monosaulax,Rodentia_Mookomys,Rodentia_Mylagaulodon,Rodentia_Mylagaulus,Rodentia_Namatomys,Rodentia_Neatocastor,Rodentia_Nebraskomys,Rodentia_Neochoerus,Rodentia_Neotoma,Rodentia_Niglarodon,Rodentia_Nototamias,Rodentia_Ogmodontomys,Rodentia_Oligospermophilus,Rodentia_Oligotheriomys,Rodentia_Ondatra,Rodentia_Onychomys,Rodentia_Ophiomys,Rodentia_Oregonomys,Rodentia_Orelladjidaumo,Rodentia_Oropyctis,Rodentia_Paciculus,Rodentia_Paenemarmota,Rodentia_Palaearctomys,Rodentia_Palaeocastor,Rodentia_Paradjidaumo,Rodentia_Parallomys,Rodentia_Paramicrotoscoptes,Rodentia_Parapaenemarmota,Rodentia_Parapliosaccomys,Rodentia_Parapliosaceomys,Rodentia_Paratrogomys,Rodentia_Paronychomys,Rodentia_Pelycomys,Rodentia_Peridiomys,Rodentia_Perognathus,Rodentia_Peromyscus,Rodentia_Petauristodon,Rodentia_Phelosaccomys,Rodentia_Pipestoneomys,Rodentia_Plesiosminthus,Rodentia_Pleurolicus,Rodentia_Pliogeomys,Rodentia_Pliolemmus,Rodentia_Pliophenacomys,Rodentia_Pliosaccomys,Rodentia_Pliotomodon,Rodentia_Pliozapus,Rodentia_Procastoroides,Rodentia_Prodipodomys,Rodentia_Proheteromys,Rodentia_Promimomys,Rodentia_Promylagaulus,Rodentia_Prosciurus,Rodentia_Prosigmodon,Rodentia_Protopliophenacomys,Rodentia_Protosciurus,Rodentia_Protospermophilus,Rodentia_Pseudadjidaumo,Rodentia_Pseudocylindrodon,Rodentia_Pseudopalaeocastor,Rodentia_Pseudotheridomys,Rodentia_Pterogaulus,Rodentia_Reithrodontomys,Rodentia_Reithroparamys,Rodentia_Repomys,Rodentia_Reynoldsomys,Rodentia_Rudiomys,Rodentia_Sanctimus,Rodentia_Schizodontomys,Rodentia_Sciurion,Rodentia_Sciurus,Rodentia_Scottimus,Rodentia_Sespemys,Rodentia_Sewelleladon,Rodentia_Sigmodon,Rodentia_Similisciurus,Rodentia_Simimys,Rodentia_Spermophilus,Rodentia_Stratimus,Rodentia_Symmetrodontomys,Rodentia_Tamias,Rodentia_Tardontia,Rodentia_Tenudomys,Rodentia_Texomys,Rodentia_Thomomys,Rodentia_Tregomys,Rodentia_Trilaccogaulus,Rodentia_Trogomys,Rodentia_Umbogaulus,Rodentia_Wilsoneumys,Rodentia_Yatkolamys,Rodentia_Zapus,Rodentia_Zetamys,Rodentia_Ziamys,indet.
10367,Central Great Plains CP74B,39.739167,-104.984722,15.97,14.78,8,Barstovian-1,y,1.83,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10370,Central Great Plains CP75B,40.870556,-103.920556,15.97,14.78,8,Barstovian-1,y,1.90,1,4,5,5,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10371,Central Great Plains CP75BB,39.739167,-104.984722,14.78,12.57,9,Barstovian-2,n,1.88,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10372,Central Great Plains CP75C,40.815278,-104.065833,14.78,12.57,9,Barstovian-2,y,2.00,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10374,Central Great Plains CP76B,40.57861,-103.35778,14.78,12.57,9,Barstovian-2,y,2.23,3,7,7,7,0,0,2,1,0,4,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10375,Central Great Plains CP76II,39.739167,-104.984722,12.57,12.11,10,Clarendonian-1,n,\N,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10379,Central Great Plains CP80,37.0,-103.6333333,4.91,2.63,17,Blancan-Early,n,2.00,1,4,5,5,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10385,Central Great Plains CP84A,45.6,-103.6,33.9,32.1,0,Orellan,y,1.22,4,21,33,33,0,0,4,2,1,14,0,0,7,4,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10386,Central Great Plains CP84B,44.5,-100.0,32.1,29.75,1,Whitneyan,y,1.17,5,21,34,35,1,0,4,2,1,13,1,0,9,4,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10389,Central Great Plains CP85A,43.08333333,-102.3333333,31.4,29.75,1,Whitneyan,y,2.00,5,18,19,19,1,0,6,1,1,9,1,0,6,2,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10390,Central Great Plains CP85B,43.389722,-102.464722,29.75,28.0,2,Arikareean-1,y,1.80,2,3,3,3,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10391,Central Great Plains CP85C,43.08333,-102.333,29.75,28.0,2,Arikareean-1,n,1.33,3,29,37,37,0,0,5,2,0,22,0,0,7,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
10393,Central Great Plains CP86A,43.339444,-102.354444,29.75,28.0,2,Arikareean-1,n,1.43,3,5,5,5,0,0,1,1,0,3,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10394,Central Great Plains CP86B,43.18,-102.419722,28.0,22.2,3,Arikareean-2,y,1.55,3,24,30,30,0,0,7,1,0,16,0,0,8,2,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10395,Central Great Plains CP86C,43.464167,-101.655278,22.2,19.09,4,Arikareean-3,y,1.20,2,6,9,9,0,0,0,1,0,5,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10396,Central Great Plains CP86D,43.389722,-102.464722,19.09,18.5,5,Arikareean-4,y,1.47,3,17,23,24,0,0,5,1,0,11,0,0,7,2,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
